__run_id,__done,run_number,library,dataframe_size,DAT,execution_time,cpu_usage,memory_usage,energy_usage
run_257,DONE,r9,Pandas,Big,q2,16.757512,282.125,0.55,202.287
run_120,DONE,r4,Polars,Small,q1,14.297471,710.357,0.386,203.181
run_1,DONE,r1,Pandas,Big,q2,17.06146,261.75,0.562,203.241
run_315,DONE,r10,Polars,Small,q4,15.556938,545.133,0.393,203.43
run_289,DONE,r10,Pandas,Big,q2,17.224627,279.5,0.544,203.478
run_225,DONE,r8,Pandas,Big,q2,16.685564,281.75,0.562,203.579
run_280,DONE,r9,Polars,Small,q1,14.204818,720.692,0.4,203.89
run_129,DONE,r5,Pandas,Big,q2,16.845947,281.188,0.569,204.899
run_88,DONE,r3,Polars,Small,q1,14.201139,719.077,0.408,206.43
run_216,DONE,r7,Polars,Small,q1,14.081307,719.846,0.408,208.517
run_155,DONE,r5,Polars,Small,q4,16.169576,512.133,0.36,209.553
run_24,DONE,r1,Polars,Small,q1,14.324187,720.929,0.393,211.583
run_283,DONE,r9,Polars,Small,q4,16.372915,527.688,0.362,212.006
run_300,DONE,r10,Pandas,Small,q5,20.267008,277.6,0.385,216.191
run_92,DONE,r3,Polars,Small,q5,16.225277,521.733,0.367,218.579
run_250,DONE,r8,Polars,Small,q3,16.200307,510.733,0.38,220.59
run_286,DONE,r9,Polars,Small,q7,16.874775,520.812,0.356,222.739
run_156,DONE,r5,Polars,Small,q5,15.940257,522.467,0.353,223.077
run_190,DONE,r6,Polars,Small,q7,16.842919,512.375,0.362,223.514
run_318,DONE,r10,Polars,Small,q7,16.618177,497.188,0.375,223.714
run_287,DONE,r9,Polars,Small,q8,16.259579,502.125,0.35,224.009
run_154,DONE,r5,Polars,Small,q3,16.438046,514.938,0.375,224.08
run_159,DONE,r5,Polars,Small,q8,16.135284,530.533,0.38,225.17
run_26,DONE,r1,Polars,Small,q3,16.300161,527.438,0.363,225.552
run_255,DONE,r8,Polars,Small,q8,16.398785,494,0.363,226.295
run_319,DONE,r10,Polars,Small,q8,15.894336,522.133,0.347,227.167
run_95,DONE,r3,Polars,Small,q8,16.360744,513.062,0.344,227.211
run_270,DONE,r9,Pandas,Small,q7,20.650864,279.6,0.4,228.015
run_219,DONE,r7,Polars,Small,q4,15.826316,511.467,0.367,228.815
run_28,DONE,r1,Polars,Small,q5,15.960914,529.067,0.373,229.326
run_110,DONE,r4,Pandas,Small,q7,20.954553,261.3,0.4,229.565
run_59,DONE,r2,Polars,Small,q4,15.923737,521.933,0.353,229.966
run_108,DONE,r4,Pandas,Small,q5,20.330975,278.65,0.385,230.448
run_31,DONE,r1,Polars,Small,q8,16.412234,511.688,0.375,231.192
run_302,DONE,r10,Pandas,Small,q7,20.829991,276.9,0.405,231.32
run_204,DONE,r7,Pandas,Small,q5,20.24675,283.684,0.405,231.402
run_46,DONE,r2,Pandas,Small,q7,20.815307,275.15,0.405,231.475
run_236,DONE,r8,Pandas,Small,q5,19.943835,282.842,0.405,231.605
run_218,DONE,r7,Polars,Small,q3,16.217034,527.267,0.387,232.234
run_316,DONE,r10,Polars,Small,q5,16.120869,516.733,0.393,232.779
run_27,DONE,r1,Polars,Small,q4,16.02556,532.667,0.38,232.992
run_172,DONE,r6,Pandas,Small,q5,20.356915,277.2,0.385,233.057
run_76,DONE,r3,Pandas,Small,q5,20.247178,284.316,0.405,233.27
run_168,DONE,r6,Pandas,Small,q1,20.14917,273.684,0.379,233.893
run_90,DONE,r3,Polars,Small,q3,16.268766,518.312,0.344,234.822
run_40,DONE,r2,Pandas,Small,q1,20.113279,271.684,0.374,235.767
run_296,DONE,r10,Pandas,Small,q1,19.935939,270.474,0.379,236.464
run_127,DONE,r4,Polars,Small,q8,16.054722,531.667,0.393,236.678
run_232,DONE,r8,Pandas,Small,q1,19.982617,264.526,0.374,236.934
run_158,DONE,r5,Polars,Small,q7,16.776879,518.438,0.356,237.364
run_62,DONE,r2,Polars,Small,q7,16.716746,540.312,0.406,237.386
run_8,DONE,r1,Pandas,Small,q1,20.287473,235.1,0.355,237.465
run_200,DONE,r7,Pandas,Small,q1,20.180249,270.105,0.374,238.356
run_142,DONE,r5,Pandas,Small,q7,21.016748,272.85,0.405,238.398
run_30,DONE,r1,Polars,Small,q7,16.40317,521.312,0.375,238.554
run_104,DONE,r4,Pandas,Small,q1,20.017433,254.789,0.379,240.123
run_58,DONE,r2,Polars,Small,q3,16.035389,532.2,0.38,240.343
run_314,DONE,r10,Polars,Small,q3,15.799214,535.6,0.353,240.464
run_264,DONE,r9,Pandas,Small,q1,19.901305,268.737,0.384,245.428
run_152,DONE,r5,Polars,Small,q1,14.282666,705.714,0.357,246.493
run_222,DONE,r7,Polars,Small,q7,16.513223,532.5,0.388,247.798
run_184,DONE,r6,Polars,Small,q1,14.450107,704.643,0.4,247.946
run_248,DONE,r8,Polars,Small,q1,14.27735,696.5,0.379,249.314
run_191,DONE,r6,Polars,Small,q8,16.083013,528.8,0.393,252.612
run_14,DONE,r1,Pandas,Small,q7,20.605441,278.55,0.405,261.387
run_44,DONE,r2,Pandas,Small,q5,20.381028,267.05,0.385,262.532
run_94,DONE,r3,Polars,Small,q7,17.131915,502.875,0.375,263.056
run_140,DONE,r5,Pandas,Small,q5,20.599031,278.55,0.405,264.075
run_254,DONE,r8,Polars,Small,q7,17.16505,524.25,0.381,264.461
run_12,DONE,r1,Pandas,Small,q5,20.367706,267.8,0.385,264.863
run_107,DONE,r4,Pandas,Small,q4,23.552046,261.565,0.461,265.026
run_78,DONE,r3,Pandas,Small,q7,20.621075,278.65,0.405,265.55
run_75,DONE,r3,Pandas,Small,q4,23.635761,257.478,0.448,266.202
run_238,DONE,r8,Pandas,Small,q7,20.132344,283.842,0.411,266.226
run_203,DONE,r7,Pandas,Small,q4,23.68294,257.435,0.465,266.922
run_72,DONE,r3,Pandas,Small,q1,20.253023,271.316,0.379,267.343
run_43,DONE,r2,Pandas,Small,q4,23.999018,260.565,0.452,268.218
run_299,DONE,r10,Pandas,Small,q4,23.714906,258.913,0.461,269.124
run_139,DONE,r5,Pandas,Small,q4,23.845018,261.217,0.457,269.389
run_136,DONE,r5,Pandas,Small,q1,19.902736,272.789,0.374,269.842
run_268,DONE,r9,Pandas,Small,q5,20.183191,284.368,0.405,270.749
run_174,DONE,r6,Pandas,Small,q7,20.746557,277.25,0.4,270.827
run_206,DONE,r7,Pandas,Small,q7,20.735909,276.4,0.4,271.037
run_81,DONE,r3,Polars,Big,q2,23.908501,460.217,0.578,272.471
run_49,DONE,r2,Polars,Big,q2,24.178628,460.826,0.609,283.79
run_11,DONE,r1,Pandas,Small,q4,23.608436,258.739,0.465,295.373
run_171,DONE,r6,Pandas,Small,q4,23.440717,260.87,0.452,301.592
run_235,DONE,r8,Pandas,Small,q4,23.553509,261.957,0.457,302.608
run_267,DONE,r9,Pandas,Small,q4,23.767206,259.696,0.448,305.628
run_17,DONE,r1,Polars,Big,q2,23.150589,425.182,0.586,314.862
run_305,DONE,r10,Polars,Big,q2,23.45358,433.652,0.596,330.959
run_241,DONE,r8,Polars,Big,q2,24.558666,434.708,0.583,331.016
run_133,DONE,r5,Pandas,Big,q6,27.778302,602.889,2.533,333.891
run_5,DONE,r1,Pandas,Big,q6,27.821907,615.704,2.533,336.909
run_37,DONE,r2,Pandas,Big,q6,27.842746,611.815,2.522,337.12
run_145,DONE,r5,Polars,Big,q2,23.806152,460.609,0.613,342.583
run_273,DONE,r9,Polars,Big,q2,25.083087,456.25,0.6,345.971
run_69,DONE,r3,Pandas,Big,q6,27.972744,591.074,2.526,347.146
run_229,DONE,r8,Pandas,Big,q6,28.127463,597.259,2.63,348.322
run_197,DONE,r7,Pandas,Big,q6,28.056635,602.963,2.633,354.087
run_293,DONE,r10,Pandas,Big,q6,27.936244,608.148,2.537,358.774
run_177,DONE,r6,Polars,Big,q2,24.702184,435.75,0.612,362.755
run_209,DONE,r7,Polars,Big,q2,25.745814,446.08,0.572,364.19
run_113,DONE,r4,Polars,Big,q2,24.34651,419.667,0.592,365.626
run_165,DONE,r6,Pandas,Big,q6,28.094047,613.926,2.626,384.823
run_101,DONE,r4,Pandas,Big,q6,28.509222,521.821,2.539,385.034
run_261,DONE,r9,Pandas,Big,q6,27.95808,603.889,2.522,389.37
run_181,DONE,r6,Polars,Big,q6,66.8025,1381.985,3.392,1070.82
run_149,DONE,r5,Polars,Big,q6,68.640029,1346.701,3.307,1078.548
run_21,DONE,r1,Polars,Big,q6,69.085171,1388.642,3.44,1137.777
run_309,DONE,r10,Polars,Big,q6,65.892251,1408.688,3.342,1140.8
run_85,DONE,r3,Polars,Big,q6,68.309412,1327.106,3.4,1145.779
run_213,DONE,r7,Polars,Big,q6,68.157494,1383.848,3.408,1151.147
run_53,DONE,r2,Polars,Big,q6,67.491026,1393.892,3.408,1151.296
run_245,DONE,r8,Polars,Big,q6,67.851861,1383.576,3.448,1161.909
run_277,DONE,r9,Polars,Big,q6,67.745176,1353.136,3.298,1187.897
run_117,DONE,r4,Polars,Big,q6,66.903884,1392.369,3.335,1188.317
run_20,DONE,r1,Polars,Big,q5,88.063159,1226.882,3.4,1407.605
run_51,DONE,r2,Polars,Big,q4,88.399017,1245.302,3.455,1446.632
run_19,DONE,r1,Polars,Big,q4,89.779375,1242.08,3.531,1451.201
run_276,DONE,r9,Polars,Big,q5,91.747004,1203.865,3.454,1452.828
run_308,DONE,r10,Polars,Big,q5,90.450649,1233.557,3.378,1464.926
run_147,DONE,r5,Polars,Big,q4,88.929449,1277.356,3.444,1469.661
run_50,DONE,r2,Polars,Big,q3,93.535575,1174.835,3.473,1475.188
run_179,DONE,r6,Polars,Big,q4,88.665974,1254.209,3.487,1483.865
run_275,DONE,r9,Polars,Big,q4,86.00256,1284.179,3.394,1486.169
run_290,DONE,r10,Pandas,Big,q3,116.82497,306.4,3.831,1500.043
run_307,DONE,r10,Polars,Big,q4,87.763298,1246.565,3.492,1502.06
run_34,DONE,r2,Pandas,Big,q3,117.485566,306.345,3.857,1511.278
run_130,DONE,r5,Pandas,Big,q3,117.936768,302.078,3.835,1511.462
run_115,DONE,r4,Polars,Big,q4,88.556507,1220.012,3.465,1513.636
run_162,DONE,r6,Pandas,Big,q3,116.888222,304.809,3.84,1519.246
run_55,DONE,r2,Polars,Big,q8,93.591016,1191.615,3.447,1520.527
run_98,DONE,r4,Pandas,Big,q3,117.635436,304.517,3.856,1521.038
run_66,DONE,r3,Pandas,Big,q3,118.061177,293.759,3.836,1521.255
run_243,DONE,r8,Polars,Big,q4,88.64226,1234.547,3.46,1523.055
run_258,DONE,r9,Pandas,Big,q3,117.333553,303.707,3.827,1523.893
run_226,DONE,r8,Pandas,Big,q3,117.311038,307.965,3.891,1524.264
run_119,DONE,r4,Polars,Big,q8,92.488052,1206.467,3.461,1529.876
run_194,DONE,r7,Pandas,Big,q3,117.638286,303.991,3.837,1532.142
run_242,DONE,r8,Polars,Big,q3,93.96209,1193.253,3.505,1535.433
run_211,DONE,r7,Polars,Big,q4,91.083437,1229.191,3.475,1538
run_311,DONE,r10,Polars,Big,q8,96.244934,1154.67,3.547,1538.493
run_244,DONE,r8,Polars,Big,q5,90.150569,1218.818,3.402,1543.842
run_279,DONE,r9,Polars,Big,q8,94.506349,1161.174,3.499,1546.33
run_306,DONE,r10,Polars,Big,q3,91.62959,1200.101,3.435,1552.103
run_83,DONE,r3,Polars,Big,q4,91.219744,1213.742,3.466,1553.909
run_146,DONE,r5,Polars,Big,q3,92.770928,1192.756,3.472,1564.957
run_2,DONE,r1,Pandas,Big,q3,119.266485,301.034,3.846,1565.583
run_84,DONE,r3,Polars,Big,q5,89.416895,1247.414,3.425,1567.229
run_151,DONE,r5,Polars,Big,q8,93.520319,1163.736,3.466,1568.393
run_210,DONE,r7,Polars,Big,q3,93.295029,1188.352,3.454,1571.825
run_247,DONE,r8,Polars,Big,q8,96.411111,1184.319,3.513,1575.269
run_148,DONE,r5,Polars,Big,q5,89.212109,1233.793,3.383,1577.122
run_183,DONE,r6,Polars,Big,q8,95.138324,1181.533,3.514,1581.171
run_23,DONE,r1,Polars,Big,q8,94.5732,1151.087,3.439,1583.374
run_150,DONE,r5,Polars,Big,q7,100.460428,1130.582,3.526,1584.248
run_180,DONE,r6,Polars,Big,q5,90.187644,1209.795,3.386,1585.656
run_82,DONE,r3,Polars,Big,q3,92.110569,1173.656,3.373,1591.055
run_18,DONE,r1,Polars,Big,q3,93.903363,1182.604,3.453,1592.915
run_278,DONE,r9,Polars,Big,q7,97.154343,1160.516,3.438,1593.262
run_212,DONE,r7,Polars,Big,q5,91.942878,1207.213,3.47,1611.535
run_274,DONE,r9,Polars,Big,q3,92.42188,1176.933,3.457,1615.1
run_52,DONE,r2,Polars,Big,q5,90.046462,1230.425,3.426,1619.512
run_118,DONE,r4,Polars,Big,q7,97.330491,1131.832,3.462,1620.59
run_116,DONE,r4,Polars,Big,q5,92.547234,1155.789,3.478,1625.6
run_215,DONE,r7,Polars,Big,q8,93.949808,1179.121,3.497,1633.923
run_87,DONE,r3,Polars,Big,q8,94.801858,1174.424,3.475,1636.333
run_16,DONE,r1,Polars,Big,q1,97.611303,1430.474,3.821,1638.507
run_310,DONE,r10,Polars,Big,q7,98.748868,1139.969,3.446,1638.554
run_214,DONE,r7,Polars,Big,q7,97.437793,1144.032,3.454,1643.795
run_178,DONE,r6,Polars,Big,q3,93.115528,1193.516,3.445,1644.319
run_114,DONE,r4,Polars,Big,q3,93.183601,1218.242,3.458,1653.841
run_22,DONE,r1,Polars,Big,q7,100.182563,1131.796,3.449,1654.339
run_246,DONE,r8,Polars,Big,q7,100.021238,1114.567,3.54,1667.707
run_182,DONE,r6,Polars,Big,q7,96.095984,1171.968,3.436,1681.567
run_208,DONE,r7,Polars,Big,q1,98.614027,1400.865,3.83,1707.575
run_54,DONE,r2,Polars,Big,q7,97.791939,1149.558,3.454,1707.735
run_112,DONE,r4,Polars,Big,q1,96.315733,1396.404,3.759,1723.92
run_304,DONE,r10,Polars,Big,q1,99.327434,1350.333,3.883,1735.574
run_48,DONE,r2,Polars,Big,q1,95.588711,1380.226,3.768,1744.534
run_144,DONE,r5,Polars,Big,q1,97.739321,1412.032,3.825,1745.548
run_240,DONE,r8,Polars,Big,q1,96.521346,1419.149,3.8,1753.079
run_272,DONE,r9,Polars,Big,q1,97.724939,1404.6,3.813,1757.265
run_176,DONE,r6,Polars,Big,q1,97.500879,1359.457,3.85,1758.938
run_86,DONE,r3,Polars,Big,q7,99.940567,1096.588,3.492,1773.519
run_80,DONE,r3,Polars,Big,q1,97.633299,1387.011,3.825,1774.083
run_0,DONE,r1,Pandas,Big,q1,190.947828,229.323,3.848,2024.212
run_32,DONE,r2,Pandas,Big,q1,191.410696,219.429,3.859,2520.18
run_160,DONE,r6,Pandas,Big,q1,192.546218,225.926,3.827,2542.548
run_288,DONE,r10,Pandas,Big,q1,194.277971,227.173,3.857,2561.069
run_99,DONE,r4,Pandas,Big,q4,240.635308,210.786,4.658,2577.548
run_96,DONE,r4,Pandas,Big,q1,195.566583,216.819,3.837,2579.217
run_224,DONE,r8,Pandas,Big,q1,195.212865,225.438,3.857,2586.854
run_192,DONE,r7,Pandas,Big,q1,193.903655,228.571,3.851,2590.897
run_256,DONE,r9,Pandas,Big,q1,194.748453,219.302,3.851,2592.307
run_64,DONE,r3,Pandas,Big,q1,196.519984,220.928,3.84,2604.597
run_128,DONE,r5,Pandas,Big,q1,196.281883,224.699,3.863,2659.686
run_167,DONE,r6,Pandas,Big,q8,238.096496,222.319,3.9,2988.866
run_295,DONE,r10,Pandas,Big,q8,238.57085,219.668,3.897,3000.369
run_231,DONE,r8,Pandas,Big,q8,240.544139,221.523,3.904,3029.317
run_71,DONE,r3,Pandas,Big,q8,240.986731,218.324,3.901,3036.162
run_103,DONE,r4,Pandas,Big,q8,242.089473,218.628,3.9,3046.73
run_135,DONE,r5,Pandas,Big,q8,240.635702,220.437,3.905,3060.073
run_7,DONE,r1,Pandas,Big,q8,241.435572,222.678,3.904,3064.841
run_199,DONE,r7,Pandas,Big,q8,239.323111,221.521,3.902,3065.818
run_259,DONE,r9,Pandas,Big,q4,239.046541,220.737,4.663,3089.101
run_39,DONE,r2,Pandas,Big,q8,244.440608,218.145,3.906,3099.582
run_263,DONE,r9,Pandas,Big,q8,243.230748,217.708,3.901,3100.473
run_3,DONE,r1,Pandas,Big,q4,238.714639,220.017,4.65,3101.328
run_131,DONE,r5,Pandas,Big,q4,240.153709,219.485,4.667,3124.307
run_163,DONE,r6,Pandas,Big,q4,239.452416,219.106,4.668,3137.174
run_291,DONE,r10,Pandas,Big,q4,240.244442,218.114,4.657,3140.202
run_67,DONE,r3,Pandas,Big,q4,241.011036,218.45,4.669,3145.613
run_227,DONE,r8,Pandas,Big,q4,241.066038,218.462,4.666,3148.398
run_195,DONE,r7,Pandas,Big,q4,242.057877,219.661,4.656,3152.888
run_35,DONE,r2,Pandas,Big,q4,238.382369,221.902,4.667,3153.821
run_164,DONE,r6,Pandas,Big,q5,254.24813,211.311,3.934,3283.855
run_36,DONE,r2,Pandas,Big,q5,254.122038,207.924,3.931,3287.854
run_260,DONE,r9,Pandas,Big,q5,253.608691,214.52,3.941,3300.173
run_292,DONE,r10,Pandas,Big,q5,255.195225,208.417,3.925,3304.698
run_132,DONE,r5,Pandas,Big,q5,255.698889,212.233,3.945,3310.66
run_4,DONE,r1,Pandas,Big,q5,256.683247,210.514,3.948,3312.776
run_196,DONE,r7,Pandas,Big,q5,255.693624,212.198,3.946,3319.348
run_38,DONE,r2,Pandas,Big,q7,262.047181,211.709,4.018,3344.464
run_262,DONE,r9,Pandas,Big,q7,260.567222,208.977,4.027,3347.424
run_228,DONE,r8,Pandas,Big,q5,257.144603,211.563,3.939,3349.492
run_102,DONE,r4,Pandas,Big,q7,263.959406,207.904,4.014,3353.823
run_100,DONE,r4,Pandas,Big,q5,256.679047,214.292,3.94,3356.255
run_230,DONE,r8,Pandas,Big,q7,263.068193,209.927,4.011,3371.587
run_68,DONE,r3,Pandas,Big,q5,258.492275,212.153,3.947,3374.078
run_166,DONE,r6,Pandas,Big,q7,263.518866,209.696,4.012,3377.375
run_198,DONE,r7,Pandas,Big,q7,263.794612,209.612,4.012,3396.246
run_70,DONE,r3,Pandas,Big,q7,262.900494,206.239,4.015,3402.485
run_6,DONE,r1,Pandas,Big,q7,266.716553,210.551,4.012,3413.216
run_294,DONE,r10,Pandas,Big,q7,265.123425,204.494,4.02,3414.02
run_134,DONE,r5,Pandas,Big,q7,267.475515,206.367,4.008,3416.652
